"idlqui","tipo","fec_despacho","importa","contene_nro","merca","destino","via","aduana","trans_emp","trans_condi","despacho_nro","zona","exportador","m_imponible","m_ajuste","m_factura","nro_factura","m_flete","m_seguro","m_cif","m_cif_ajuste","tc_aduana","moneda","regime","incotern","m_ttdespacho","m_adelanto","m_pagar","m_letra","observa","i_ord","i_descrip","i_comprobante","i_total","i_sin_iva","i_solo_iva","otro_nombre","otro_monto","utilidad"
365,"IMPORTACIÓN","2023-02-14","PULVIPAR SA","-","IMPLEMENTOS AGRICOLAS","SANTA RITA-ALTO PARANÁ/PY.","TERRESTRE","PUENTE - CDE","COOP. MULT. DE TRABAJO Y OTRO ","F.C.L.","23005IC04002879W","MERCOSUR (INTRAZONA)","GERALDO N. RECKTENWALD & CIA LTDA",307446450,0,40310.0,"005PY/2023",1500.0,403.1,42213.1,42213.1,7283.2,"DOLAR","IC04","FCA",41066460,33743685,7322775,"SIETE MILLON TRECIENTOS VEINTE Y DOS MIL SETECIENTOS SETENTA Y CINCO ","NINGUNA",1,"DERECHO ADUANERO","23005IC04002879W",0,0,0,"OTROS",0,13.357272461594532
365,"IMPORTACIÓN","2023-02-14","PULVIPAR SA","-","IMPLEMENTOS AGRICOLAS","SANTA RITA-ALTO PARANÁ/PY.","TERRESTRE","PUENTE - CDE","COOP. MULT. DE TRABAJO Y OTRO ","F.C.L.","23005IC04002879W","MERCOSUR (INTRAZONA)","GERALDO N. RECKTENWALD & CIA LTDA",307446450,0,40310.0,"005PY/2023",1500.0,403.1,42213.1,42213.1,7283.2,"DOLAR","IC04","FCA",41066460,33743685,7322775,"SIETE MILLON TRECIENTOS VEINTE Y DOS MIL SETECIENTOS SETENTA Y CINCO ","NINGUNA",2,"INDI","23005IC04002879W",27860,27860,0,"OTROS",0,13.357272461594532
365,"IMPORTACIÓN","2023-02-14","PULVIPAR SA","-","IMPLEMENTOS AGRICOLAS","SANTA RITA-ALTO PARANÁ/PY.","TERRESTRE","PUENTE - CDE","COOP. MULT. DE TRABAJO Y OTRO ","F.C.L.","23005IC04002879W","MERCOSUR (INTRAZONA)","GERALDO N. RECKTENWALD & CIA LTDA",307446450,0,40310.0,"005PY/2023",1500.0,403.1,42213.1,42213.1,7283.2,"DOLAR","IC04","FCA",41066460,33743685,7322775,"SIETE MILLON TRECIENTOS VEINTE Y DOS MIL SETECIENTOS SETENTA Y CINCO ","NINGUNA",3,"I.S.C.","23005IC04002879W",0,0,0,"OTROS",0,13.357272461594532
365,"IMPORTACIÓN","2023-02-14","PULVIPAR SA","-","IMPLEMENTOS AGRICOLAS","SANTA RITA-ALTO PARANÁ/PY.","TERRESTRE","PUENTE - CDE","COOP. MULT. DE TRABAJO Y OTRO ","F.C.L.","23005IC04002879W","MERCOSUR (INTRAZONA)","GERALDO N. RECKTENWALD & CIA LTDA",307446450,0,40310.0,"005PY/2023",1500.0,403.1,42213.1,42213.1,7283.2,"DOLAR","IC04","FCA",41066460,33743685,7322775,"SIETE MILLON TRECIENTOS VEINTE Y DOS MIL SETECIENTOS SETENTA Y CINCO ","NINGUNA",3,"ARANC CONS FACTURA ","23005IC04002879W",0,0,0,"OTROS",0,13.357272461594532
365,"IMPORTACIÓN","2023-02-14","PULVIPAR SA","-","IMPLEMENTOS AGRICOLAS","SANTA RITA-ALTO PARANÁ/PY.","TERRESTRE","PUENTE - CDE","COOP. MULT. DE TRABAJO Y OTRO ","F.C.L.","23005IC04002879W","MERCOSUR (INTRAZONA)","GERALDO N. RECKTENWALD & CIA LTDA",307446450,0,40310.0,"005PY/2023",1500.0,403.1,42213.1,42213.1,7283.2,"DOLAR","IC04","FCA",41066460,33743685,7322775,"SIETE MILLON TRECIENTOS VEINTE Y DOS MIL SETECIENTOS SETENTA Y CINCO ","NINGUNA",4,"SERVICIO DE VALORACION","23005IC04002879W",1537232,1537232,0,"OTROS",0,13.357272461594532
365,"IMPORTACIÓN","2023-02-14","PULVIPAR SA","-","IMPLEMENTOS AGRICOLAS","SANTA RITA-ALTO PARANÁ/PY.","TERRESTRE","PUENTE - CDE","COOP. MULT. DE TRABAJO Y OTRO ","F.C.L.","23005IC04002879W","MERCOSUR (INTRAZONA)","GERALDO N. RECKTENWALD & CIA LTDA",307446450,0,40310.0,"005PY/2023",1500.0,403.1,42213.1,42213.1,7283.2,"DOLAR","IC04","FCA",41066460,33743685,7322775,"SIETE MILLON TRECIENTOS VEINTE Y DOS MIL SETECIENTOS SETENTA Y CINCO ","NINGUNA",5,"IRE GENERAL 700","23005IC04002879W",1237638,1237638,0,"OTROS",0,13.357272461594532
365,"IMPORTACIÓN","2023-02-14","PULVIPAR SA","-","IMPLEMENTOS AGRICOLAS","SANTA RITA-ALTO PARANÁ/PY.","TERRESTRE","PUENTE - CDE","COOP. MULT. DE TRABAJO Y OTRO ","F.C.L.","23005IC04002879W","MERCOSUR (INTRAZONA)","GERALDO N. RECKTENWALD & CIA LTDA",307446450,0,40310.0,"005PY/2023",1500.0,403.1,42213.1,42213.1,7283.2,"DOLAR","IC04","FCA",41066460,33743685,7322775,"SIETE MILLON TRECIENTOS VEINTE Y DOS MIL SETECIENTOS SETENTA Y CINCO ","NINGUNA",6,"I.V.A.","23005IC04002879W",30940955,0,30940955,"OTROS",0,13.357272461594532
365,"IMPORTACIÓN","2023-02-14","PULVIPAR SA","-","IMPLEMENTOS AGRICOLAS","SANTA RITA-ALTO PARANÁ/PY.","TERRESTRE","PUENTE - CDE","COOP. MULT. DE TRABAJO Y OTRO ","F.C.L.","23005IC04002879W","MERCOSUR (INTRAZONA)","GERALDO N. RECKTENWALD & CIA LTDA",307446450,0,40310.0,"005PY/2023",1500.0,403.1,42213.1,42213.1,7283.2,"DOLAR","IC04","FCA",41066460,33743685,7322775,"SIETE MILLON TRECIENTOS VEINTE Y DOS MIL SETECIENTOS SETENTA Y CINCO ","NINGUNA",7,"TASA INT. ADUANERA ","23005IC04002879W",0,0,0,"OTROS",0,13.357272461594532
365,"IMPORTACIÓN","2023-02-14","PULVIPAR SA","-","IMPLEMENTOS AGRICOLAS","SANTA RITA-ALTO PARANÁ/PY.","TERRESTRE","PUENTE - CDE","COOP. MULT. DE TRABAJO Y OTRO ","F.C.L.","23005IC04002879W","MERCOSUR (INTRAZONA)","GERALDO N. RECKTENWALD & CIA LTDA",307446450,0,40310.0,"005PY/2023",1500.0,403.1,42213.1,42213.1,7283.2,"DOLAR","IC04","FCA",41066460,33743685,7322775,"SIETE MILLON TRECIENTOS VEINTE Y DOS MIL SETECIENTOS SETENTA Y CINCO ","NINGUNA",7,"CANON INFORMATICO","6509492",245222,245222,0,"OTROS",0,13.357272461594532
365,"IMPORTACIÓN","2023-02-14","PULVIPAR SA","-","IMPLEMENTOS AGRICOLAS","SANTA RITA-ALTO PARANÁ/PY.","TERRESTRE","PUENTE - CDE","COOP. MULT. DE TRABAJO Y OTRO ","F.C.L.","23005IC04002879W","MERCOSUR (INTRAZONA)","GERALDO N. RECKTENWALD & CIA LTDA",307446450,0,40310.0,"005PY/2023",1500.0,403.1,42213.1,42213.1,7283.2,"DOLAR","IC04","FCA",41066460,33743685,7322775,"SIETE MILLON TRECIENTOS VEINTE Y DOS MIL SETECIENTOS SETENTA Y CINCO ","NINGUNA",8,"APERTURA AG. TRANSP.","x",0,0,0,"OTROS",0,13.357272461594532
